Date Read,My Review,Title,Bookshelves,Author,Publisher,My Rating,Average Rating,Binding,Year Published,Date Added,ISBN,ISBN13,ASIN
,,The Stranger,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Harlan Coben,Brilliance Audio,,4.2,Audible Audio,2015,2025-09-04,,,B00TU9O6C0
,,Endangered,read audible audiobook mystery-thriller-and-suspense mystery,C. J. Box,Recorded Books,,4.7,Audible Audio,2015,2025-09-04,,,B00TOT1EX0
,,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,read audible audiobook biographies-and-memoirs entertainment-and-celebrities,Brent Schlender,Random House Audio,,4.7,Audible Audio,2015,2025-09-04,,,B00R8HJRZM
,,Mightier than the Sword,read audible audiobook literature-and-fiction genre-fiction,Jeffrey Archer,Macmillan Audio,,4.6,Audible Audio,2015,2025-09-04,,,B00SAG810W
,,The Alphabet House,read audible audiobook literature-and-fiction genre-fiction,Jussi Adler-Olsen,Penguin Audio,,4.1,Audible Audio,2015,2025-09-04,,,B00REUE6BI
,,"Bold: How to Go Big, Make Bank, and Better the World",read audible audiobook business-and-careers business-development-and-entrepreneurship,Peter H. Diamandis,Simon & Schuster Audio,,4.5,Audible Audio,2015,2025-09-04,,,B00RYASDEE
,,Hold Tight,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Harlan Coben,Brilliance Audio,,4.2,Audible Audio,2008,2025-09-04,,,B002VA8XL0
,,"Not a Drill: Jack Reacher, Book 18.5",read audible audiobook,Lee Child,,,,Audible Audio,,2025-09-04,,,B00OU1H9GI
,,Work Done for Hire,read audible audiobook literature-and-fiction action-and-adventure,Joe Haldeman,Recorded Books,,3.2,Audible Audio,2014,2025-09-04,,,B00HHGE7RM
,,Wolf in White Van,read audible audiobook literature-and-fiction genre-fiction,John Darnielle,Macmillan Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00MEQSK6Y
,,The Snow Queen,read audible audiobook childrens-audiobooks fairy-tales-folk-tales-and-myths,Hans Christian Andersen,Audible Studios,,3.6,Audible Audio,2014,2025-09-04,,,B00QU3YIQS
,,Full Force and Effect: A Jack Ryan Novel,read audible audiobook literature-and-fiction action-and-adventure,Mark Greaney,Random House Audio,,4.6,Audible Audio,2014,2025-09-04,,,B00PKJ2SVA
,,The Escape,read audible audiobook literature-and-fiction genre-fiction,David Baldacci,Hachette Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00MQ2UICK
,,The Way of the SEAL: Think Like an Elite Warrior to Lead and Succeed,read audible audiobook,Mark Divine,,,,Audible Audio,,2025-09-04,,,B00IB187Z0
,,"Flesh and Blood: A Scarpetta Novel, Book 22",read audible audiobook mystery-thriller-and-suspense mystery,Patricia Cornwell,HarperAudio,,4.2,Audible Audio,2014,2025-09-04,,,B00MOXI7JM
,,Revival: A Novel,read audible audiobook literature-and-fiction genre-fiction,Stephen King,Simon & Schuster Audio,,4.3,Audible Audio,2014,2025-09-04,,,B00MAP3JN8
,,Blue Labyrinth,read audible audiobook mystery-thriller-and-suspense mystery,Douglas Preston,Hachette Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00MP15VD8
,,"The Burning Room: Harry Bosch, Book 17",read audible audiobook mystery-thriller-and-suspense mystery,Michael Connelly,Hachette Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00MP2GM3U
,,The Peripheral,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,William Gibson,Penguin Audio,,4.2,Audible Audio,2014,2025-09-04,,,B00OL65MIO
,,Gray Mountain: A Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,John Grisham,Random House Audio,,4,Audible Audio,2014,2025-09-04,,,B00LWEW8RG
,,Action Strategies for Personal Achievement,read audible audiobook relationships-parenting-and-personal-development personal-development,Brian Tracy,Nightingale-Conant,,4.8,Audible Audio,2014,2025-09-04,,,B00O5AWI9M
,,Maximum Achievement,read audible audiobook business-and-careers career-success,Brian Tracy,Simon & Schuster Audio,,4.6,Audible Audio,2007,2025-09-04,,,B002VA3OX2
,,A Confederacy of Dunces,read audible audiobook literature-and-fiction genre-fiction,John Kennedy Toole,"Blackstone Audio, Inc.",,4.2,Audible Audio,2004,2025-09-04,,,B002V0KKHK
,,"Zero to One: Notes on Startups, or How to Build the Future",read audible audiobook business-and-careers career-success,Peter Thiel,Random House Audio,,4.6,Audible Audio,2014,2025-09-04,,,B00M27LBU2
,,"Fire & Ash: Rot & Ruin, Book 4",read audible audiobook teen-and-young-adult mystery-thriller-and-suspense,Jonathan Maberry,Recorded Books,,4.7,Audible Audio,2014,2025-09-04,,,B00HQKO3U0
,,"Flesh & Bone: Rot & Ruin Series, Book 3",read audible audiobook teen-and-young-adult literature-and-fiction,Jonathan Maberry,Recorded Books,,4.6,Audible Audio,2013,2025-09-04,,,B00GTW40TA
,,"Lieberman's Folly: The Abe Lieberman Mysteries, Book 1",read audible audiobook,Stuart M. Kaminsky,,,,Audible Audio,,2025-09-04,,,B00CKU3IOI
,,Lieberman's Choice,read audible audiobook,Stuart M. Kaminsky,,,,Audible Audio,,2025-09-04,,,B00CLR4I4E
,,"Sub-Human: Post-Human Series, Book 1",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,David Simpson,Podium Audio,,3.8,Audible Audio,2013,2025-09-04,,,B00FRLYBOI
,,"Post-Human: Post-Human Series, Book 2",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,David Simpson,Podium Audio,,3.8,Audible Audio,2013,2025-09-04,,,B00FRLY5GC
,,"Death of a Citizen: Matt Helm, Book 1",read audible audiobook literature-and-fiction genre-fiction,Donald Hamilton,"Skyboat Media, Inc.",,4.3,Audible Audio,2014,2025-09-04,,,B00MOLTG4E
,,Dust and Decay,read audible audiobook teen-and-young-adult literature-and-fiction,Jonathan Maberry,Recorded Books,,4.6,Audible Audio,2011,2025-09-04,,,B005G4S0MA
,,"Deadline: Virgil Flowers, Book 8",read audible audiobook mystery-thriller-and-suspense crime-fiction,John Sandford,Penguin Audio,4,4.6,Audible Audio,2014,2025-09-04,,,B00M8U19VO
,,Stranger in a Strange Land,read audible audiobook literature-and-fiction classics,Robert A. Heinlein,"Blackstone Audio, Inc.",,4.4,Audible Audio,1999,2025-09-04,,,B002V8MUYI
,,"The Marco Effect: Department Q, Book 5",read audible audiobook mystery-thriller-and-suspense mystery,Jussi Adler-Olsen,Penguin Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00N15QZQO
,,"Spy: A Thriller (Alex Hawke, Book 4)",read audible audiobook literature-and-fiction action-and-adventure,Ted Bell,Brilliance Audio,,4.3,Audible Audio,2008,2025-09-04,,,B002V1C3R4
,,"Tsar: A Thriller (Alex Hawke, Book 5)",read audible audiobook literature-and-fiction action-and-adventure,Ted Bell,Brilliance Audio,,4.3,Audible Audio,2008,2025-09-04,,,B002V8HEY4
,,"Assassin: Alex Hawke, Book 2",read audible audiobook literature-and-fiction action-and-adventure,Ted Bell,Brilliance Audio,,4.1,Audible Audio,2008,2025-09-04,,,B002VACPJQ
,,"A Plague Upon Your Family: Zombie Fallout, Book 2",read audible audiobook,Mark Tufo,,,,Audible Audio,,2025-09-04,,,B007P5O4NM
,,The Cat Who Walks through Walls,read audible audiobook literature-and-fiction classics,Robert Heinlein,"Blackstone Audio, Inc.",,4,Audible Audio,2008,2025-09-04,,,B002V1J8UY
,,"Zombie Fallout: Zombie Fallout, Book 1",read audible audiobook,Mark Tufo,,,,Audible Audio,,2025-09-04,,,B007OQ04TK
,,Redshirts: A Novel with Three Codas,read audible audiobook science-fiction-and-fantasy fantasy,John Scalzi,Audible Studios,,4.3,Audible Audio,2012,2025-09-04,,,B007SP2LPM
,,"Edge of Eternity: The Century Trilogy, Book 3",read audible audiobook literature-and-fiction genre-fiction,Ken Follett,Penguin Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00M7RLNH8
,,"Personal: Jack Reacher, Book 19",read audible audiobook literature-and-fiction action-and-adventure,Lee Child,Random House Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00M7DG5EI
,,"Fall of Night: Dead of Night, Book 2",read audible audiobook literature-and-fiction horror,Jonathan Maberry,Macmillan Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00MQ2UAJG
,,"No Tomorrow: Victor the Assassin, Book 4",read audible audiobook literature-and-fiction genre-fiction,Tom Wood,Tantor Audio,,4.6,Audible Audio,2014,2025-09-04,,,B00MNZWVQG
,,"Surely You're Joking, Mr. Feynman!",read audible audiobook biographies-and-memoirs professionals-and-academics,Richard P. Feynman,"Blackstone Audio, Inc.",,4.6,Audible Audio,1998,2025-09-04,,,B002V5D7IE
,,Lock In (Narrated by Amber Benson),read audible audiobook literature-and-fiction genre-fiction,John Scalzi,Audible Studios,,4.2,Audible Audio,2014,2025-09-04,,,B00KY6Y8PS
,,Lock In (Narrated by Wil Wheaton),read audible audiobook literature-and-fiction genre-fiction,John Scalzi,Audible Studios,,4.4,Audible Audio,2014,2025-09-04,,,B00KYUYM14
,,The Windup Girl,read audible audiobook science-fiction-and-fantasy science-fiction,Paolo Bacigalupi,Audible Studios,,3.8,Audible Audio,2009,2025-09-04,,,B002UZN4MO
,,Dead of Night: A Zombie Novel,read audible audiobook literature-and-fiction horror,Jonathan Maberry,Macmillan Audio,,4.3,Audible Audio,2011,2025-09-04,,,B005XP1XHQ
,,Rot & Ruin,read audible audiobook teen-and-young-adult literature-and-fiction,Jonathan Maberry,"Recorded Books ",,4.4,Audible Audio,2010,2025-09-04,,,B004DF0BR0
,,Foundation (Apple Series Tie-in Edition),read audible audiobook literature-and-fiction classics,Isaac Asimov,Random House Audio,,4.4,Audible Audio,2010,2025-09-04,,,B003D8W5VS
,,Neuromancer,read audible audiobook literature-and-fiction classics,William Gibson,Penguin Audio,,4.3,Audible Audio,2011,2025-09-04,,,B0057HR4E6
,,"The Hard Way: Jack Reacher, Book 10",read audible audiobook literature-and-fiction action-and-adventure,Lee Child,Random House Audio,,4.7,Audible Audio,2014,2025-09-04,,,B00LI7VIRS
,,"The Lost Island: Gideon Crew, Book 3",read audible audiobook literature-and-fiction action-and-adventure,Douglas Preston,Hachette Audio,,4.3,Audible Audio,2014,2025-09-04,,,B00K7POMVG
,,American Gods: The Tenth Anniversary Edition (A Full Cast Production),read audible audiobook literature-and-fiction action-and-adventure,Neil Gaiman,HarperAudio,,4.6,Audible Audio,2011,2025-09-04,,,B0055274U2
,,Tom Clancy Support and Defend: A Campus Novel,read audible audiobook literature-and-fiction action-and-adventure,Mark Greaney,Random House Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00LADIYBI
,,The Lost Coast: A Larison Short Story,read audible audiobook literature-and-fiction anthologies-and-short-stories,Barry Eisler,Brilliance Audio,,3.7,Audible Audio,2011,2025-09-04,,,B005LJKQK4
,,London Twist: A Delilah Novella,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Barry Eisler,Brilliance Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00HQJVI7W
,,The Khmer Kill: A Dox Short Story,read audible audiobook mystery-thriller-and-suspense mystery,Barry Eisler,Brilliance Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00HQI65W6
,,Paris Is a Bitch: A Rain-Delilah Short Story,read audible audiobook literature-and-fiction anthologies-and-short-stories,Barry Eisler,Brilliance Audio,,4.4,Audible Audio,2011,2025-09-04,,,B005MQTCC4
,,The Boost,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Stephen Baker,Audible Studios,,3.4,Audible Audio,2014,2025-09-04,,,B00IX2F19C
,,Suspicion,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Joseph Finder,Penguin Audio,,4.2,Audible Audio,2014,2025-09-04,,,B00JFBNKKC
,,The Heist,read audible audiobook literature-and-fiction action-and-adventure,Daniel Silva,HarperAudio,,4.4,Audible Audio,2014,2025-09-04,,,B00K0SHXB6
,,Shots Fired: Stories from Joe Pickett Country,read audible audiobook literature-and-fiction anthologies-and-short-stories,C. J. Box,Recorded Books,,4.5,Audible Audio,2014,2025-09-04,,,B00K2ZDO1A
,,"Inside Out: Ben Treven, Book 2",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Barry Eisler,Brilliance Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00HUDE1UK
,,Zodiac Station,read audible audiobook mystery-thriller-and-suspense crime-fiction,Tom Harper,Hodderscape,,3.7,Audible Audio,2014,2025-09-04,,,B00KWG7GAO
,,Crusader's Cross: A Dave Robicheaux Novel,read audible audiobook mystery-thriller-and-suspense mystery,James Lee Burke,Simon & Schuster Audio,,4.4,Audible Audio,2005,2025-09-04,,,B002V0Q3GW
,,Gideon's Corpse,read audible audiobook literature-and-fiction genre-fiction,Douglas Preston,Hachette Audio,,4.3,Audible Audio,2012,2025-09-04,,,B006MIOGEU
,,Gideon's Sword,read audible audiobook literature-and-fiction action-and-adventure,Douglas Preston,Hachette Audio,,4,Audible Audio,2011,2025-09-04,,,B004N8J9G6
,,How the White Trash Zombie Got Her Groove Back,read audible audiobook science-fiction-and-fantasy fantasy,Diana Rowland,Audible Studios,,4.5,Audible Audio,2014,2025-09-04,,,B00K1ENMAA
,,The Diamond Age,read audible audiobook science-fiction-and-fantasy science-fiction,Neal Stephenson,Audible Studios,,4.2,Audible Audio,2001,2025-09-04,,,B002UZJR4S
,,Mr. Mercedes: A Novel,read audible audiobook literature-and-fiction genre-fiction,Stephen King,Simon & Schuster Audio,,4.6,Audible Audio,2014,2025-09-04,,,B00J8VK1WY
,,"Sniper's Honor: Bob Lee Swagger, Book 9",currently-reading audible audiobook literature-and-fiction action-and-adventure,Stephen Hunter,Brilliance Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00JRCT3CS
,,"The Kraken Project: Wyman Ford, Book 4",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Douglas Preston,Macmillan Audio,,4.2,Audible Audio,2014,2025-09-04,,,B00J9PNV9E
,,"Any Other Name: Walt Longmire, Book 10",read audible audiobook literature-and-fiction action-and-adventure,Craig Johnson,Recorded Books,,4.7,Audible Audio,2014,2025-09-04,,,B00JMPAAJK
,,"Field of Prey: Lucas Davenport, Book 24",read audible audiobook mystery-thriller-and-suspense crime-fiction,John Sandford,Penguin Audio,,4.6,Audible Audio,2014,2025-09-04,,,B00JDRNV0C
,,"Ready to Kill: Nathan McBride, Book 4",read audible audiobook literature-and-fiction genre-fiction,Andrew Peterson,Audible Studios,,4.3,Audible Audio,2014,2025-09-04,,,B00J5RF47I
,,Natchez Burning: A Novel,read audible audiobook mystery-thriller-and-suspense mystery,Greg Iles,HarperAudio,,4.4,Audible Audio,2014,2025-09-04,,,B00JBK8KSO
,,The Detachment: A John Rain Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Barry Eisler,"Brilliance Audio ",,4.4,Audible Audio,2011,2025-09-04,,,B005LIHXHY
,,The Killer Ascendant: A John Rain Novel,read audible audiobook literature-and-fiction action-and-adventure,Barry Eisler,Brilliance Audio,,4.7,Audible Audio,2014,2025-09-04,,,B00HUDOZGU
,,Graveyard of Memories: A John Rain Novel,read audible audiobook mystery-thriller-and-suspense mystery,Barry Eisler,Brilliance Audio,,4.6,Audible Audio,2014,2025-09-04,,,B00I0BEUEI
,,Winner Take All: A John Rain Novel,read audible audiobook literature-and-fiction action-and-adventure,Barry Eisler,Brilliance Audio,,4.6,Audible Audio,2014,2025-09-04,,,B00HV2ED7G
,,Redemption Games: A John Rain Novel,read audible audiobook literature-and-fiction action-and-adventure,Barry Eisler,Brilliance Audio,,4.7,Audible Audio,2014,2025-09-04,,,B00HUDO5GA
,,Extremis: A John Rain Novel,read audible audiobook literature-and-fiction action-and-adventure,Barry Eisler,Brilliance Audio,,4.7,Audible Audio,2014,2025-09-04,,,B00HUDFZAA
,,A Lonely Resurrection: A John Rain Novel,read audible audiobook literature-and-fiction action-and-adventure,Barry Eisler,Brilliance Audio,,4.6,Audible Audio,2014,2025-09-04,,,B00HUDNMIC
,,The Target,read audible audiobook literature-and-fiction action-and-adventure,David Baldacci,Hachette Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00J5490FI
,,The Butterfly Forest,read audible audiobook literature-and-fiction action-and-adventure,Tom Lowe,KIngsbridge Entertainment,,3.9,Audible Audio,2014,2025-09-04,,,B00JLMS730
,,The Ghost War,read audible audiobook literature-and-fiction genre-fiction,Alex Berenson,Penguin Audio,,4.3,Audible Audio,2009,2025-09-04,,,B002V1BNNO
,,"Fault Line: Ben Treven, Book 1",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Barry Eisler,Brilliance Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00HUDGO8C
,,The Martian,read audible audiobook,Andy Weir,,,,Audible Audio,,2025-09-04,,,B00B5HZGUG
,,A Clean Kill in Tokyo: A John Rain Novel,read audible audiobook literature-and-fiction action-and-adventure,Barry Eisler,Brilliance Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00HUDEXTE
,,"Extinction Machine: The Joe Ledger Novels, Book 5",read audible audiobook literature-and-fiction horror,Jonathan Maberry,Macmillan Audio,,4.7,Audible Audio,2013,2025-09-04,,,B00BZ69GIK
,,"Code Zero: Joe Ledger, Book 6",read audible audiobook literature-and-fiction horror,Jonathan Maberry,Macmillan Audio,,4.7,Audible Audio,2014,2025-09-04,,,B00IS8CWKW
,,Joe Ledger: The Missing Files,read audible audiobook literature-and-fiction action-and-adventure,Jonathan Maberry,"Blackstone Audio, Inc.",,4.5,Audible Audio,2011,2025-09-04,,,B005IPR6WC
,,Snow Crash,read audible audiobook science-fiction-and-fantasy fantasy,Neal Stephenson,Audible Studios,,4.2,Audible Audio,2000,2025-09-04,,,B002UUKWCY
,,"Assassin's Code: The Joe Ledger Novels, Book 4",read audible audiobook literature-and-fiction horror,Jonathan Maberry,Macmillan Audio,,4.7,Audible Audio,2012,2025-09-04,,,B007TN163Q
,,"The King of Plagues: The Joe Ledger Novels, Book 3",read audible audiobook literature-and-fiction action-and-adventure,Jonathan Maberry,"Blackstone Audio, Inc.",,4.6,Audible Audio,2011,2025-09-04,,,B004VMOH9S
,,Flash Boys: A Wall Street Revolt,read audible audiobook,Michael Lewis,,,,Audible Audio,,2025-09-04,,,B00ICRLMWI
,,"The Dragon Factory: The Joe Ledger Novels, Book 2",read audible audiobook literature-and-fiction horror,Jonathan Maberry,"Blackstone Audio, Inc.",,4.6,Audible Audio,2011,2025-09-04,,,B004QPJZW4
,,The Edible Exile: A Byliner Original,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Carl Hiaasen,Random House Audio,,3.8,Audible Audio,2014,2025-09-04,,,B00IORW9RS
,,"Be Careful What You Wish For: The Clifton Chronicles, Book 4",read audible audiobook literature-and-fiction genre-fiction,Jeffrey Archer,Macmillan Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00H4E0CM6
,,"Best Kept Secret: The Clifton Chronicles, Book 3",read audible audiobook literature-and-fiction genre-fiction,Jeffrey Archer,Macmillan Audio,,4.4,Audible Audio,2013,2025-09-04,,,B00BF2TN5U
,,"The Sins of the Father: Clifton Chronicles, Book 2",read audible audiobook literature-and-fiction genre-fiction,Jeffrey Archer,Macmillan Audio,,4.5,Audible Audio,2012,2025-09-04,,,B007SYM6AI
,,Red Sparrow: A Novel,read audible audiobook literature-and-fiction genre-fiction,Jason Matthews,Simon & Schuster Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00CX723U8
,,"Patient Zero: The Joe Ledger Novels, Book 1",read audible audiobook literature-and-fiction horror,Jonathan Maberry,"Blackstone Audio, Inc.",,4.4,Audible Audio,2010,2025-09-04,,,B0045V31HY
,,Missing You,read audible audiobook mystery-thriller-and-suspense mystery,Harlan Coben,Brilliance Audio,,4.3,Audible Audio,2014,2025-09-04,,,B00HX34POY
,,The Circle,read audible audiobook literature-and-fiction genre-fiction,Dave Eggers,Random House Audio,,3.8,Audible Audio,2013,2025-09-04,,,B00FFDMOUG
,,"Stone Cold: Joe Pickett, Book 14",read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,Recorded Books,,4.7,Audible Audio,2014,2025-09-04,,,B00HVKM05U
,,White Trash Zombie Apocalypse,read audible audiobook literature-and-fiction horror,Diana Rowland,Audible Studios,,4.6,Audible Audio,2013,2025-09-04,,,B00CX7332K
,,Even White Trash Zombies Get the Blues,read audible audiobook literature-and-fiction classics,Diana Rowland,Audible Studios,,4.5,Audible Audio,2012,2025-09-04,,,B008ELXGX0
,,My Life as a White Trash Zombie,read audible audiobook literature-and-fiction classics,Diana Rowland,Audible Studios,,4.4,Audible Audio,2012,2025-09-04,,,B008EL7A28
,,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,read audible audiobook business-and-careers management-and-leadership,Ben Horowitz,HarperAudio,,4.6,Audible Audio,2014,2025-09-04,,,B00I0AJC2Y
,,"Guilt: Department Q, Book 4",read audible audiobook mystery-thriller-and-suspense crime-fiction,Jussi Adler-Olsen,Penguin Audio,,4.3,Audible Audio,2014,2025-09-04,,,B00I50QELQ
,,Influx,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Daniel Suarez,Penguin Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00I9JZB3U
,,Ready Player One,read audible audiobook science-fiction-and-fantasy fantasy,Ernest Cline,Random House Audio,,4.8,Audible Audio,2011,2025-09-04,,,B005FRGT44
,,"Dead Irish: Dismas Hardy, Book 1",read audible audiobook literature-and-fiction action-and-adventure,John Lescroart,Brilliance Audio,,3.7,Audible Audio,2008,2025-09-04,,,B002VA8W9S
,,King and Maxwell,read audible audiobook,David Baldacci,,,,Audible Audio,,2025-09-04,,,B00ELMWOJ8
,,Bullseye: An Original Will Robie/Camel Club Short Story,read audible audiobook literature-and-fiction action-and-adventure,David Baldacci,"Hachette Audio ",,4.6,Audible Audio,2014,2025-09-04,,,B00HQ1RSUG
,,Fleet of Worlds: 200 Years Before the Discovery of the Ringworld,read audible audiobook science-fiction-and-fantasy science-fiction,Larry Niven,"Blackstone Audio, Inc.",,4.2,Audible Audio,2008,2025-09-04,,,B002V1NLMA
,,Switchblade: An Original Story,read audible audiobook mystery-thriller-and-suspense mystery,Michael Connelly,Hachette Audio,,4.2,Audible Audio,2014,2025-09-04,,,B00H7HS65K
,,Shark Tank Jump Start Your Business: How to Launch and Grow a Business from Concept to Cash,read audible audiobook business-and-careers business-development-and-entrepreneurship,Michael Parrish DuDell,Audible Studios,,3.9,Audible Audio,2013,2025-09-04,,,B00GHTC9NY
,,Hellstrom's Hive,read audible audiobook science-fiction-and-fantasy fantasy,Frank Herbert,Tantor Audio,,3.9,Audible Audio,2008,2025-09-04,,,B002V59S5K
,,The Purity of Vengeance: A Department Q Novel,read audible audiobook mystery-thriller-and-suspense mystery,Jussi Adler-Olsen,Penguin Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00H8XHDOS
,,"High Heat: Jack Reacher, Book 17.5",read audible audiobook,Lee Child,,,,Audible Audio,,2025-09-04,,,B00HCKNZPS
,,"Deep Down: Jack Reacher, Book 16.5",read audible audiobook,Lee Child,,,,Audible Audio,,2025-09-04,,,B00HAPBIJA
,,"The Game: Victor the Assassin Series, #3",read audible audiobook literature-and-fiction action-and-adventure,Tom Wood,Tantor Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00GS6OSDA
,,"King of Swords: Assassin Series, Book 1",read audible audiobook literature-and-fiction action-and-adventure,Russell Blake,Janda Management,,3.9,Audible Audio,2013,2025-09-04,,,B00GM05M6E
,,"The Enemy: Victor the Assassin, Book 2",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Tom Wood,Tantor Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00GISS352
,,Brotherhood and Others: Three Robin Monarch Stories,read audible audiobook literature-and-fiction anthologies-and-short-stories,Mark Sullivan,Macmillan Audio,,4.2,Audible Audio,2013,2025-09-04,,,B00E8KCG00
,,"A Conspiracy of Faith: Department Q, Book 3",read audible audiobook mystery-thriller-and-suspense crime-fiction,Jussi Adler-Olsen,Penguin Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00CWKHZAO
,,Sniper Elite: One Way Trip: A Novel,read audible audiobook literature-and-fiction action-and-adventure,Scott McEwen,Simon & Schuster Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00CUMLA6O
,,Spirit of Steamboat: A Walt Longmire Story,read audible audiobook literature-and-fiction action-and-adventure,Craig Johnson,Recorded Books,,4.7,Audible Audio,2013,2025-09-04,,,B00FX7PFQ4
,,"The Killer: Victor the Assassin Series, Book 1",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Tom Wood,Tantor Audio,,4.4,Audible Audio,2013,2025-09-04,,,B00EEG2H48
,,The Survivor,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Gregg Hurwitz,Brilliance Audio,,4.3,Audible Audio,2012,2025-09-04,,,B008OJX2E0
,,Command Authority,read audible audiobook literature-and-fiction action-and-adventure,Tom Clancy,Random House Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00GM3L0DU
,,"Dust: Scarpetta, Book 21",read audible audiobook,Patricia Cornwell,,,,Audible Audio,,2025-09-04,,,B00ELLQPDU
,,Dead Eye: A Gray Man Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mark Greaney,Audible Studios,,4.6,Audible Audio,2013,2025-09-04,,,B00FW2B3H0
,,The Gods of Guilt,read audible audiobook mystery-thriller-and-suspense mystery,Michael Connelly,Hachette Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00G5HFAQG
,,The Wonderful Wizard of Oz,read audible audiobook,L. Frank Baum,,,,Audible Audio,,2025-09-04,,,B00GS1YYNY
,,Sycamore Row,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,John Grisham,Random House Audio,,4.6,Audible Audio,2013,2025-09-04,,,B00EFB8RPA
,,"Eye for an Eye: A Dewey Andreas Novel, Book 4",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Ben Coes,Macmillan Audio,,4.7,Audible Audio,2013,2025-09-04,,,B00D3NLHBC
,,"The Last Refuge: Dewey Andreas, Book 3",read audible audiobook literature-and-fiction action-and-adventure,Ben Coes,Macmillan Audio,,4.6,Audible Audio,2012,2025-09-04,,,B008BURPDG
,,White Fire,read audible audiobook literature-and-fiction action-and-adventure,Douglas Preston,Hachette Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00EKQ0E5Q
,,Joyland,read audible audiobook literature-and-fiction genre-fiction,Stephen King,Simon & Schuster Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00CTSU22C
,,All You Need Is Kill,read audible audiobook,Hiroshi Sakurazaka,,,,Audible Audio,,2025-09-04,,,B00B9F93I0
,,The Genesis Code,read audible audiobook mystery-thriller-and-suspense mystery,John Case,Brilliance Audio,,4.3,Audible Audio,2009,2025-09-04,,,B002V014VG
,,"Storm Front: Virgil Flowers, Book 7",read audible audiobook mystery-thriller-and-suspense crime-fiction,John Sandford,Penguin Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00ELPIPUM
,,Doctor Sleep: A Novel,read audible audiobook literature-and-fiction horror,Stephen King,Simon & Schuster Audio,,4.7,Audible Audio,2013,2025-09-04,,,B00DEL0Z9I
,,"Coup d'Etat: Dewey Andreas, Book 2",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Ben Coes,Brilliance Audio,,4.5,Audible Audio,2011,2025-09-04,,,B005Q0WYTE
,,"The English Girl: Gabriel Allon, Book 13",read audible audiobook literature-and-fiction action-and-adventure,Daniel Silva,HarperAudio,,4.5,Audible Audio,2013,2025-09-04,,,B00CS961DG
